Text,Label
A hollow circular shaft has an external diameter of 120 mm and internal diameter of 100 mm.,Applying
Why is CO2 Gas supplied in animals cell culture?,Analysing
Describe in detail core drilling method of subsurface geological exploration with its significance.,Understanding
Define geodetic survey and state its objectives of study.,Understanding
Identify and explain FIVE (5) countries that ban advertising to children.,Understanding
Derive an expression for sag in case of overhead transmission line when the supports are at unequal level.,Applying
Explain the working of hydrogen fuel cell.,Remembering
Suggest FOUR (4) strategies that improve adolescents' sleep from the physiological psychology perspectives.,Creating
"Suppose prices of two goods are constant, explain what will happen to the budget line if there is an increase in consumer's income. Support your answer with an appropriate diagram.	",Understanding
How virtual Memory is managed using paging.,Understanding
Draw neat diagram of three phase full wave bridge rectifier with R load and explain its working.,Understanding
Write a program to clear 10 RAM locations starting at RAM address 20H.,Applying
Describe the ARM design philosophy.,Remembering
How are magnetic materials classified based on relative permeability?,Remembering
Determine the Fourier transform of the following continuous time signals.,Applying
Explain cavitation and NPSH in pump.,Remembering
Describe the following systems in renewable energy system.,Remembering
Write a short note on sequential memories.,Remembering
Explain the construction and working of linear induction motor with the help of suitable diagrams.,Understanding
What will be the effects of faulting on civil engineering structures?,Analysing
Briefly explain the Auger process.,Understanding
In Wien bridge at balanced condition the values of components in bridge arms are as follows.,Applying
What is DRAM? What are its  advantages and disadvantages?,Remembering
ABC inventory analysis is one of the methods used by manufacturing companies for effective inventory management. Explain your answer.,Understanding
What is fluidization and minimum fluidization velocity?,Remembering
Explain how nodes can be remove in tail reference using example.,Evaluating
Compare the thermosetting plastics and thermoplastic.,Analysing
Define and explain 'Fiscal Policy' in terms of its objectives and differentiate between the 'Discretionary Fiscal Policy' and 'Automatic Fiscal Policy'.,Analysing
Describe the main disadvantage of palm oil with an indigenous broad melting interval ranging from -20 to 50Â°C. Refined palm oil is further processed to improve its marketable value. Discuss this process in relation to the secondary products from refined palm oil.,Understanding
Given the pdf for different X values as follows.,Applying
Propose an admixture to increase the workability of concrete in the fresh state without reducing the engineering performance of the hardened concrete.,Creating
List and explain TWO simple techniques used to prepare colloids by mean of dispersion. Use simple diagrams to clarify the explanation.,Understanding
Explain any two detectors used in gas chromatography.,Remembering
Describe with neat circuit diagram Schering bridge.,Understanding
What is a servo motor?,Remembering
Explain Gauss Jacobi method for the solution of linear simultaneous equations.,Remembering
What is navigation and manipulation interfaces in virtual reality system?,Remembering
A cascade of zymogen activation occurs both with digestive proteases and blood clotting proteases. List THREE advantages of this activation.,Remembering
State the limitations of array. Draw and explain double linked list.,Remembering
Draw the ladder diagram for traffic light controller for following Switch I1 is used to start and I2 is used to stop the cycle.,Applying
Explain the function of a shift register.,Understanding
How 80386 performs  task switching operation?,Remembering
List the major forces acting on the concrete body of the dam excluding earthquake and wind forces.,Understanding
Represent the following graph using the adjacency matrix and adjacency list.,Applying
Examine traditional warehouse layout and cross-docking layout.,Analysing
Explain coordinate system with types in brief?,Remembering
Write a short note on survey for drainage line work.,Understanding
"New issues are called primary issues, that reflect to the first issued of security in the primary market. Elaborate the steps of bringing a new security to the market. ",Understanding
Explain the working of OPAMP as comparator.,Understanding
"With suitable examples, briefly discuss the importance of soil aeration.",Understanding
Write a description about the following String methods in Java with suitable example.,Understanding
State the importance of allowances for pattern making.,Remembering
Discuss Distance Vector Routing protocol in detail.,Analysing
Describe the TWO (2) key differences between perfect competition and monopolistic competition.,Understanding
What are the responsibilities of a safety manager on construction sites?,Applying
Explain cutting variables.,Remembering
A coin is tossed three times. Write the sample space which gives all possible out comes. A random variable X. Which represents the numberof heads obtained on any tripple toss. Calculate and draw the CDF andPDF.,Applying
