Text,Label
Explain the process of municipal solid waste to energy conversion.,Remembering
Design and discuss the project decomposition and work task communication process.,Remembering
A 16 km long transmission line consists of a pair of conductors 1.,Applying
Write an algorithm for DFS State the time complexity of the algorithm.,Remembering
Write a short note on PLA.,Understanding
With neat waveforms explain the measurement of frequency by sweep method and Lissajous pattern method is dual trace oscilloscope.,Understanding
Explain the terms adjacency matrix and incidence matrix.,Applying
What are different data fragmentation techniques in distributed databases?,Remembering
How to perform loading and unloading of parts in machining operations using robots?,Applying
List out the Communication Protocols used in PLC.,Remembering
Explain Process management system calls in Linux.,Remembering
What are the factors that must be considered for deciding the instruction length.,Understanding
Write a short note on Bearing Materials.,Understanding
What is need of exception handling?,Remembering
Write the requirements of good stair.,Remembering
Comment on cavitation in brief and suggest the method to reduce it.,Understanding
Discusst the speedup and scaleup issue in parallelism with suitable diagram.,Remembering
Draw compound curve with its components.,Remembering
With suitable circuit diagram explain no load and blocked rotor test on 3 phase induction motor. Also write respective formulae involved incalculation part for determining the respective parameters,Remembering
Specify the selection criteria for low pressure measurement transducers.,Remembering
Define :,Remembering
Brief the features of Intel 8237A DMA Controller.,Remembering
State the significance of back emf in dc motor.,Understanding
Elaborate on repetitive work cycle operations.,Remembering
Draw & describe TMOD register.,Remembering
Compare Encoder and Decoder.,Analysing
Design a practical integrator with input signal of 2Vpp and cut off frequency of 2.,Applying
What is basic principle of metal cutting?,Remembering
Explore five aspects of protection applied in segmentation.,Analysing
Draw the neat sketch of arch and explain any four components.,Applying
Derive the condition for maximum torque under running of 3 phase induction motors with usual notations.,Applying
Mention the factors on which speed of a DC motor depends.,Remembering
What are differences between natural convection and forced convection?,Analysing
What are various functions which are used to manipulate file pointers?,Remembering
Draw and describe Pool Boiling Curve.,Remembering
Explain the Memory organization of the microprocessor.,Remembering
What is make utility?,Remembering
Find angle between the tangents to the curve 232 rt i t jt k at the points t = 1 and t = –1.,Applying
Expain current boosting voltage regulator using LM317.,Remembering
Write structure definition for double Linked list. Differentiate between array and linked list.,Remembering
Write down a short note on interfacing of a GSM module with 8051 microcontroller.,Understanding
What are Primitive data types and User defined data types?,Remembering
Explain the function of an electromechanical relay and draw an interfacing diagram of relay with microcontroller 8051 with suitable drive circuit.,Understanding
Give the composition of duralumin.,Remembering
Define corrosion.,Remembering
Classify C.,Remembering
Find the Fourier Transform of a,Applying
Explain significance of square root extractor with reference to Differential Pressure Transmitter.,Analysing
Solve any two of the following.,Applying
Draw read cycle with pipline address timing.,Understanding
Design 2 bit synchronous up counter using MS JK flipflop.,Remembering
List the types of Abstract Data Type and explain them in brief.,Applying
Enterprise Application and explain with examples.,Remembering
Explain Dijkstra ’s Algorithm with suitable example.,Remembering
Calculate moment at supports for the frame as shown in figure 7 by moment distribution method and draw BMD.,Analysing
Explain in brief the factors governing the choice of adhesives.,Remembering
What is heat exchanger?,Remembering
Explain Vant Hoff Boyles law and Vant Hoff Charles law and combine form.,Analysing
List down the various sensors used in the Electronic Fuel Injection system.,Remembering
A combinational circuit defined by the function.,Applying
What is symbiosis?,Remembering
Obtain regression line of y on x for the following data:,Applying
Explain the concept of stream in Java?,Understanding
Differentiate between horizontal axis and vertical axis wind turbine.,Remembering
Explain Calorific Value.,Remembering
Explain the concept of page replacement algorthm. List the different page replacement algorithms.,Remembering
Explain the double rotations in A VL tree with examples.,Remembering
What is ADT?,Remembering
Explain cutting variables.,Remembering
Explain with diagram the concept of voltage follower circuit using op-amp.,Remembering
What are the objectives of material management?,Remembering
Explain the following terms with examples.,Remembering
